sample_id,reference,hypothesis,wer,cer
0,"Shi ya sa da yawa daga cikinku suke da rashin lafiya da rashin ƙarfi, har ma waɗansu da dama suka yi barci.",في السر دياءون أشيكينك وفي كدرش انكارفي درش ان الافية وفي دن سما سيبرشي,1.0,1.0
1,Amma ina tsoron tsokanar abokin gāba.,namah inaq urang wo kanar abojingaba,1.0,0.3548
2,Zai iya yin amfani da wannan zarafi yă ciccire kawunanmu don yă faranta wa maigidansa rai?,"I am the only one who knows that if you take care of your normal, don't you fall in power, make it and start",1.5,0.7703
3,Da manya da ƙanana duka ɗaya.,"Ben ya da kanana, hastar zikir, zaman",1.0,0.7826
4,"Ba don an taƙaita kwanakin nan ba, da ba ɗan adam ɗin da zai tsira.",1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの1つの,1.0,8.7059
5,"Sai Yesu ya yi tambaya ya ce, “Burodi guda nawa kuke da su?","hesiai tambaia, yeci, brodi guranau kuchiai de su, seka ceba koi, hei age awa ta lang,",1.2308,1.0227
6,"Ya ce mata, “Ga shi kome yana a ƙarƙashina, don haka ne ma maigidana bai dami kansa da wani abu a cikin gidan nan ba; kome da ya mallaka, ya danƙa ga kulawata.",gashu komeya naka raka zina.,1.0,0.8347
7,"Ba za ku hallaka su gaba ɗaya ba, don kada namomin jeji su yaɗu, su dame ku.",pa za ko i ha ha le kird su kaba dea aloka cideba do min kada daa mou min daji siya du deo ha su daa meoku,1.3529,0.6316
8,Da waɗanda suka san umarnanka.,"Кайдодинка, с укома Урина.",1.0,1.0
9,Waɗannan ne ya kamata da kun kiyaye ba tare da kun ƙyale sauran ba.,kawata,1.0,0.9057
10,"Sa’ad da Azariya babban firist da dukan sauran firistoci suka dube shi, sai suka ga cewa yana da kuturta a goshinsa, saboda haka suka gaggauta tunkuɗa shi waje nan da nan.","Saad Azaria, Bobam Purist, De Dukka, Saoran Purist Ochi, Saka Dubeishi, Siyosaka Kachiva, Yenada Kutritta Aguasinsa, Saorada Akka, Saga Gaga Uta, Tunku Da Shuvaji, Nanda Na,",0.9677,0.3285
11,“Mai neman sa wa wani laifi ya jā da Mai Iko Dukka?,وین امان تورا ومهی که دکل افی زیاد جائیی عدشی دکم,1.0,1.0263
12,Ka rantse da Allah cewa ba za ka ba ni azaba ba!,كارنزي دعاللاتي وعه بضاقبان اذابا بضاق,1.0,1.0
13,Zuriyar Yusuf ɗan Isra’ila ta zauna a waɗannan garuruwa.,"Sudurnya Youtube, saya isera ilah. Tadah una-awak-tannah garu-rua.",1.0,0.4348
14,Daga nan kuma ya tashi ya tafi wajajen Taya da Sidon.,تحاقة ككك,1.0,1.0
15,Sulemanu kuwa ya miƙa wa Ubangiji hadaya ta salama da bijimai dubu ashirin da dubu biyu da tumaki dubu ɗari da dubu ashirin .,所有 manjehadaya tegaran zuminchi da shanudubu �rind debut the two mighti dubu derin the dubu �rind,0.8696,0.6634
16,"A lokacin nan za a yi wata matsananciyar wahala, irin wadda ba a taɓa yi ba tun farkon duniya har ya zuwa yanzu, ba kuwa za a ƙara yi ba har abada.",او کچین زایوات ازا با مزافی یر وده با تبای با چون فرکون دونیا حرزوائنزو با کوازا سایکی ین یرن تبا,1.0,1.0
17,"Da yake gurasar nan ɗaya ce, ashe kuwa, mu da muke da yawa jiki ɗaya ne, gama mu duk gurasa ɗaya muke ci.","é que a brode na TN, a chamuda moquê, bella a de TN, gama do campo brode da moquete.",0.9565,0.7215
18,"Ahiyo, Shashak, Yeremot Zebadiya, Arad, Eder, Mika’ilu, Isfa da Yoha su ne ’ya’yan Beriya maza.","Sahiyu, 社şak, 姨 remote, 責va dia, 荷, 鷹, 鷹, 莫, 莫, 莫, 莫, 莫, 莫, 莫, 莫, 莫, 莫, 莫, 莫, 莫, 莫, 莫, 莫, 莫, 莫, 莫, 莫, 莫, 莫, 莫, 莫, 莫, 莫, 莫, 莫, 莫, 莫, 莫, 莫, 莫, 莫, 莫, 莫, 莫, 莫, 莫, 莫, 莫, 莫, 莫, 莫, 莫, 莫, 莫, 莫, 莫, 莫, 莫, 莫, 莫, 莫, 莫, 莫, 莫, 莫, 莫, 莫, 莫, 莫, 莫, 莫, 莫, 莫, 莫, 莫, 莫, 莫, 莫, 莫, 莫, 莫, 莫, 莫, 莫, 莫, 莫, 莫, 莫, 莫, 莫, 莫, 莫, 莫, 莫, 莫, 莫, 莫, 莫, 莫, 莫, 莫, 莫, 莫, 莫, 莫, 莫, 莫, 莫, 莫, �",7.4,1.662
19,"Ya kuma ba da shi ga sarkin Isra’ila, wanda ya jijji masa a yaƙi.",يكون بارشيكة سريقين الى الى,1.0,1.0
20,"Amma Ubangiji yana tare da Yusufu, ya kuwa nuna masa madawwamiyar ƙauna, ya sa ya sami farin jini a wurin yarin kurkukun.","Am mai au e acastănt cei tăare de si. Eu nu am asacau in orsă, eu abas şi farin din dini, a idăn şi o găbăn ma astăgă de mcur cu cuță.",1.3636,0.7629
21,Ka amsa mini in ka san dukan waɗannan.,"é que? Amçar a meni, em casa do canvã da Nã.",1.375,0.6667
22,"Waɗannan su ne manyan Horiyawa, ’ya’yan Seyir, maza, a ƙasar Edom.","Kau denen su nih menyang, Korea lah, ya NCR, Maza, kasar-ar-ar-ar-ar-ar-ar-ar.",1.0,0.66
23,"’ Yanzu fa, ya Allah na Israila, sai ka tabbatar da maganarka wadda ka yi wa bawanka, Dawuda, tsohona.",ينزو يا ألا إسرائيلة بريقة تبترد مغنر الكوارينقة ودكيوى بعوانقة بابا نردة,1.0,1.0
24,"Yakim, Zikri, Zabdi, Eliyenai, Zilletai, Eliyel, Adahiya, Berahiya da Shimra su ne ’ya’yan Shimeyi maza.",ياكيم ذكري ذبدي انياني ذلية ايليل اداهية براهية دحمرا سوني ايان حماي مزاق,1.0,1.0
25,Don in samu in haɗiye yau?,"dan loka ci, dua minit saham edahamah harhat ilmiya",1.5,1.55
26,"Dukan dukiyar da Allah ya kwashe daga wurin mahaifinmu, tamu ce da yayanmu, yanzu fa, kome Allah ya faɗa maka, sai ka yi.","Dukan duk kiranan, de Allah yaa karpah, yaa gawuran babammu, kamu cek, de yaa emmu. Kaya duk abin de Allah yaa fata-a maka.",0.9565,0.4574
27,"Sai dukan sarakuna, da dukan jamaa, suka yi farin ciki, suka kawo kuɗin da aka aza musu, suka zuba a babban akwatin, har ya cika.",dun ka in dettawa da mutanan su ka in murna su ka kao kudi su ka zuba ah akwa atin harie,0.96,0.5455
28,"” Haka kuma bayan jibin, sai ya ɗauki ƙoƙo, ya ce, “Ƙoƙon nan na Sabon Alkawari ne, da aka tabbatar da shi da jinina.","А как ума воен дзебе, сряду кюков и ачи. Ков нам, за сабор и ржеги униачи, то бтетвячи, дедини и на",1.0,1.0
29,Ko akwai wanda zai iya kama ta ba ta kallo.,kawa koi wanda.,0.9,0.7576
30,"Sai ta ce wa mahaifinta, “Kada ubangijina ya yi fushi da ban iya tashi ba, don ina aladar mata ne.","Să ta ce ua băbântă. Băbă, cadă ca e fushide ni. Y-a de băntă a şi băbă. Gama inațicin al adermată.",0.95,0.68
31,"Addar, Gera, Abihud Abishuwa, Na’aman, Ahowa, Gera, Shefufan da Huram.",gera abihut abishua naaman ahua gera cepufan dahura,0.7,0.2453
32,Sunan tsohuwarsa Yerusha yar Zadok.,Suna mamarsa yaruşa.,1.0,0.6
33,Amma na gane harbin iska nake yi kawai.,Манаган и Чево вон на Маку каринка Му и скани.,1.25,1.1613
34,"Na kuwa tambaye shi game da raguwar Yahudawan da suka tsira daga kwasan zuwa zaman bauta, da kuma game da Urushalima.","nokwata bhe shigama da rakwar nda ska sira ,daga kwa santoa ,dama bauta ,dokwama gamada urusha dima",0.8571,0.2947
35,"An ba shi tumaki dubu goma sha huɗu , da raƙuma dubu shida , da takarkari dubu biyu , da jakai mata dubu ɗaya .",E a sábitoma que dobou goma chahudo. E arar com o maldobo-chida.,0.9524,0.7229
36,Kaidodin da ka bayar kuwa dukansu masu kyau ne.,Kaido Din Kamas Aderci. Sukua Abin,1.0,0.5526
37,"” Kada fa mu yi fasikanci yadda waɗansunsu suka yi, har a rana guda mutane dubu ashirin da uku a cikinsu suka mutu.","Tak ada apa, muka pasakan cik. Ya daudan susu, suka i. Haramah Arana Guda, mutan edibu isirung, dauku, atki susu kamu.",1.0,0.3222
38,"Domin Farisiyawa da dukan Yahudawa ba sa cin abinci sai sun wanke hannu sarai tukuna, saboda bin aladun shugabanninsu.",nubisag anadaba. Gashi faresiawa harda saoranya hudawa basa Ching abinti saisumuantihano saray tukuna. Misag anadun dittawa.,0.9474,0.5714
39,"Tun da ya same shi, ba ruwansa da kome, sai dai abincin da zai ci.","Baya, na Anion Comai, cede a binchidne, de veixe.",1.0,0.6939
40,Raƙumar ruwan mutuwa sun kewaye ni; raƙumar ruwan hallaka suna cin ƙarfina.,"Rauak Omar Ruan Mutua, Sincaya Wieni Rauak Omar Ruan Harlaka, Sona Ceng Garfinak",1.0833,0.371
41,"Allah, wanda ya kira ku zuwa ga zumunci tare da Ɗansa Yesu Kiristi Ubangijinmu, shi mai aminci ne.",1 day kira kuzuga go zoom in cittarad anse su kere su u bengi jimu.,0.9444,0.5128
42,"Ko kuma, me mutum zai bayar a musayar ransa?","aku tia dan cem, Rajam Burodi, Harianzuh, Boko Gani",1.0,0.8824
43,’Ya’yan ɗan’uwansa Helem su ne.,قائن تنوانسة,1.0,1.0
44,"Daga cikin dukan biranen Yahuza, mutane suka zo don su nemi Ubangiji.",スイーロークは手を向く。,1.0,1.0
45,"har su ce, ‘Hannunmu ne ya yi nasara; ba Ubangiji ne ya aikata dukan wannan ba.","Harasuchi, hanunnu ne yayin asara ba ubangu jini yaa katadukong one number",0.875,0.2667
46,kamar daga tukunya mai tafasa a kan wutar itace.,"kemaru, daga, tuku nyamai, tafata, akan mengetar ijaisi.",0.8889,0.3077
47,"Lotan, Shobal, Zibeyon, Ana, Dishon, Ezer da Dishan.",The,1.0,0.9231
48,"Ga abin da Ubangiji ya ce muku, ‘Kada ku ji tsoro ko ku fid da zuciya saboda wannan babbar runduna.",Gavanda o Vengi diya tiya muku. Kada kojuktu ru. Koukupet da du tiya. Savada wannam babbarun dina.,0.9,0.3636
49,"Saboda haka duk wanda ya ci gurasar nan, ko ya sha a ƙoƙon nan na Ubangiji da rashin cancanta, ya yi laifin wulakanta jikin Ubangiji da jininsa ke nan.","Saborda haka, Tuguan'de yaçı broydin, koyaşa akıfının, ne uban gidiyi derişince çenta, ya yu acıki de cinin uban gidiyi zınıvikine.",0.931,0.4917
50,"Ya mutu, aka binne shi a birnin Dawuda, amma ba su binne shi a kabarin sarakuna ba.",Amu tu akvinni si abrndauda.,1.0,0.6719
51,ƙarfinta da kuma kyan kamanninta ba.,"kada punta, ndakuma chankamandentaba",1.0,0.3333
52,"Yusufu yana da shekara goma sha bakwai saad da ya zama makiyayin garke tare da yanuwansa, ɗan ƙanƙanen yaro ne a tsakanin yaya maza na Bilha da Zilfa matan mahaifinsa.",بینیم اشکر اگو مشابکی. که دو اتنسیونونسا واتو یا امازا نبیلها. دنزل فا. ماتن با بنسا. سکر یکیون گر کن دبوبی.,1.0,1.0
53,"Iko da girma suna a hannunka, kuma ba wanda zai iya tsayayya da kai.",耳朵,1.0,1.0
