sample_id,reference,hypothesis,wer,cer
0,Nyini n-zali tɔrili ni o yiɣimi du zuɣusaa katiŋa.,ninazaturle ne o yimi du zuusaa kataŋa,0.7778,0.325
1,"Bɛ ni daa wum Judas ni yɛli shɛm maa, ka di niŋ ba nyaɣisim pam, ka bɛ lo o alikauli ni bɛ ni ti o liɣiri.",ni daa wom judasi ya sham maa kar niŋ ba nyasim pam ka bi lɔ alikawuli ni b ni too lair,0.6538,0.2692
2,Bɛnkam tumdi dimbɔŋɔnim’ kul ku vuui bɛ zaashee.,ben ka tum ni dimbɔŋɔnima kul kevuui be zaashee,1.0,0.1538
3,"Ka Naa Hɛrɔd daa wum lala maa ka yɛli, “N ni daa ŋma Jɔn Baptaizira so zuɣu la n-lan neei kum ni na maa.",naaherɔdaawum lala maa ka yelin n ni daa ŋmaa jɔnn baptaiztasosub la n lan nee kum nimaan na,0.6667,0.2338
4,"A shiri mi, dama di saha bɛ daa pun dɔɣ’ a.",dama de saha bi daa pon dɔa,0.7273,0.4
5,"Ka Naawuni zaligubaŋdib’ mini Farisiinim’ daa kpahindi Yisa ni bɛ nya o ni tib’ o Vuhim Dabisili dali maa bee o ku tib’ o, dama bɛ daa bɔri ni bɛ nyala o taali ka fiɣis’ o.",anaawunni zaligubaŋdiba min farisiinim daa kpahindi yisa ni ba nya o nitibo vum dabisil dali maa bee o kutibo dama b daa bore ni b nya la o taali ka figso,0.5556,0.1077
6,Bɛ ni yihi kuɣa din daa di buɣim tampuya saɣiri la ni me?,biniyi kɔga dindaa ji buɔm tanpuya sagar la ni miin,0.8462,0.3409
7,"O daa zaŋ o yiko n-kari zuliya shɛb’ bɛn daa galisi ka mali kpiɔŋ gari ya, ka zaŋ ya na ti zaŋ bɛ tiŋgbɔŋ tin ya, ka yi su li kaman di ni nyɛ shɛm zuŋɔ dabisili ŋɔ.",daa zaŋ o yiko nkarzuliya shɛb ban daa galise ka ma y cpen gari ya ka zaŋ ya nan ti zaŋ be tiŋgba tin ya ka yi suli kaman di na nyɛ shɛm zuŋɔ dabsil ŋu,0.4211,0.1475
8,Pa nyin’ n-nyɛ ŋun su zuliya kam zaa nam fukumsi?,nyinin nyɛwun su zuliyakam zaa nan fukumsi,0.7,0.1351
9,N chɛ ka baɣisi leei jɛra.,damd i tooni amlidindena kirii mɔa tampilgimdiso o suu nɛ tɛhim berg o maa,2.3333,2.6
10,"Amaa ka Naawuni nira daa chaŋ naa maa sani ti yɛl’ o, “N dan’ naa, di chɛ ka Izraɛl tɔbbihi ŋɔ pahi dol’ a chaŋ, dama Yawɛ ka Izraɛlnim’ bɛn nyɛ Ifriim zuliya ŋɔ zaa so sani.",maa ka naawuni nir daa chaŋ naa maa san ti yel o n dan na ti che ka israɛl tɔbbiha ŋɔ pahi toya chaŋ dama yaa wee kayi zaani ba nya ipin zulie ŋɔ zaaso sani,0.5676,0.2171
11,Ŋuna n-simdi jilima tibu mini yiko subu hal ni saha din ka bahigu.,ŋun n simni jilimatibu mini yikosubu hal ni saha di ka ba,0.6154,0.1346
12,"Ka di daa ti lu Vuhim Dabisili dali yaha ka Yisa lan kpe Yɛhudianim’ jɛmbu duu ti wuhiri niriba, ka do’ so ŋun nudirigu bɔɣu kpi daa beni.",di daa ti lu vum dabisel dali yaha ka yisa lan kpe yehudianim jambu duu nti wuhiri niriba ka do so ŋun nudirge bɔgu kpi daa bini,0.3214,0.1215
13,ka dabiɛm mini niŋgbuŋ sɔhibu daa paai ma din daa dam n kɔba ni zaa.,dabiɛm muni niŋgbuŋ sɔhibu daa paa ma dindaa dam ŋkoba ni zaa,0.4667,0.1132
