sample_id,reference,hypothesis,wer,cer
0,"Lɛ ɩn nyɛ lɛ ɩka, ala ɩ waa kul sɩrɛ ɛ, tɩ na wʊ jãnɛ, wʊn ɩn bɔɔsʊ̃n sʊɔ. N tɩɛr ɩka n mɩ tara na a Nãaŋmɩn Sɩɛ.",,1.0,1.0
1,"Ban wa tɩ nyɛ wʊ a manyal gɔ̃ɔn, ba sʊʊr wʊ naa, “Wiwile, dabor fʊ wa ka?”",,1.0,1.0
2,"N bɔ̃ɔn naa fʊn wõnõ a n sʊɔrfʊ, tɩchɛ n 'yɛr naa ka a na sʊ̃ʊ a nɩbɛ banyãna na ara a ka, a ba sɔɔ de ɩka, fʊ̃ʊ lɛ tʊ̃ ma.”",,1.0,1.0
3,"Daba kɔ̃ɔ dɔ̃ɔ be be ban bʊɔlɔ Simon na wʊ ma tʊ̃nɔ̃ tãsɔɔ tʊ̃mɔ̃ ka a 'maa a Samariya nɩbɛ nɛɛ, na wʊ ma wile a wʊ mãɛ ɩka nɩkpɛ̃ɛ lɛ wʊ ɩ.",,1.0,1.0
4,"Tɩchɛ ban wa tɩ ta a pɔɔfʊ die pɔ baa nyɛ nɩrɛ jaa ɛ. A ba lɩɛb chen tɩ mana kʊrɔ ba,",,1.0,1.0
5,"Ɩn lɩɛb kul a n sãa sɛ̃ naa tɩ 'yɛr wʊ, n maal dɛɛr Nãaŋmɩn sɛ̃ nɩ a fʊ sɛ̃.",,1.0,1.0
6,"Nãaŋmɩn da yɩn da tuo, yɩ ta ɩ nɩrɛ jaa gbãgbaa ɛ.",,1.0,1.0
7,An ɩ a Sãa nʊ̃ yɩ naa bojũu yɩ nʊ̃ ma naa na yɩ sɔɔ de ɩka a Nãaŋmɩn sɛ̃ lɛ n yi.,,1.0,1.0
8,"Bojũu sɩ bɔ̃ɔn naa ɩka a 'lɔ na sãɩ a sɩ Soro Yesu Kɩrɩsɩto a kũu pɔ, mɩ na sãɩ sɩ naa nɩ a Yesu 'matãan a yɩn a sɩ wa ara a wʊ niem.",,1.0,1.0
9,"Bala jaa na turo a Nãaŋmɩn nɛɛ wʊn bin, ba ben a wʊ 'yɔ̃ɔ, ka wʊ mɩ be a ba 'yɔ̃ɔ. Sɩ bɔ̃ɔn naa ɩka wʊ ben a sɩ 'yɔ̃ɔ, a Sɩɛ 'lɔ wʊn de kʊ sɩ jũu.",,1.0,1.0
10,"Bala jaa na dɩɛl a nɛbinãa tufʊ ben pɔ 'yɔ̃ɔfʊ pɔ, bojũu a sɛb a Nãaŋmɩn gãn pɔ ɩka, “Pɔ 'yɔ̃ɔfʊ turo na a nɩrɛ 'lɔ na ba turo a yelsɩ a jaa a nɛbinãa gãn pɔ ɛ.”",,1.0,1.0
11,"A mɔ̃tɔ̃ɔ ba lɛ chaar go ɛ, ka a fɔbaa 'lɔ ban lũ var a Nãaŋmɩn puorfʊ yir die pɔ 'mar ayi.",,1.0,1.0
12,"A Yesu 'yɛr kʊ ba, “Yɩ wa suor nɛɛ.” Tɩ a poturbo ãsʊɔ jaa ba 'la sʊʊr wʊ ɩka, “An lɛ fʊ ɩ?” Ba jaa bɔ̃ɔn naa ɩka a Soro lɛ.",,1.0,1.0
13,"A lɔ̃ɔfʊ na wa põ jãtaa, Yesu don kpɛ a Juu nɩbɛ puorfʊ jie na wʊ tɩ piel wile.",,1.0,1.0
14,"Yesu tʊ̃n nɛ'maa tʊ̃ yɔɔ a wʊ poturbo niem, ban ba sɛb 'yɔ̃ɔ a gãn nyã pɔ ɛ.",,1.0,1.0
15,"Ka Faraseemɩne sʊʊr a daba lɛ wʊn ɩrɛ wa nyɛrɛ. Ka wʊ 'yɛr, “Tãn lɛ wʊ bɛ ma a nɩbie ka n pɛɛ be nyɛrɛ.”",,1.0,1.0
16,"A lɛ jũu, yɩ de a Nãaŋmɩn tãjɛbonsɩ a jaa su, ka a bɩbir bier 'lɔ wa vɩɛ, ka yɩ ba gbɛr, na yɩ tʊ̃ɔ jɛb a jɛɛr baar tɩ na yɩ chɛnɛ ara.",,1.0,1.0
17,"Yɩ gu yɩ mãɛ na yɩ 'yɔ̃ɔnɔ̃ jũmɔ̃, a yɩ dɔ̃sʊɔ tɩɩ kaara naa jukpɛ̃ɛ kaar, na uoro yʊɔrɔ na wʊ pãa kaara bʊɔrɔ nɩrɛ ɩka wʊ nyɔɔ 'wɔb.",,1.0,1.0
18,"Nɩrɛ ãsʊɔ na bɔ̃ɔ a Mosesɩ Nɛɛ bʊɔrɔ naa ɩka wʊ bɛɛr a Yesu kaa na wʊ ir sʊʊr, “Wiwile, ŋmɩnɛ lɛ ɩn ɩ naa nyɛ nyɛvʊr kpo kpo?”",,1.0,1.0
19,"Nãaŋmɩn lɛ kaa ir ɩka wʊ vɛ̃ ka a wʊ nɩbɛ bɔ̃ɔn sɩrɛ jaa a lɛ wʊ tara a tɩɛr kʊ a nɩbɛ ba jaa, ɩka a Kɩrɩsɩto ben a yɩ pɔ, na ɩ a tɩɩr tɩɛrtɔ jie.",,1.0,1.0
20,"Tɩchɛ bon jaa wa yi chãa pɔ, fʊ ma nyɛn wʊn chaar.",,1.0,1.0
21,A lɛ jũu n sʊɔrɔ yɩ naa ɩka yɩ de wʊ na yɩ wiil a yɩ nʊ̃fʊ kʊ wʊ.,,1.0,1.0
22,"A Yesu mɩ 'yɛr kʊ ba, “N mɩ kʊ̃ 'yɛr kʊ yɩ a jie ɩn nyɛ a sɔr maala nɩ a anyãna ɛ.”",,1.0,1.0
